,label,desc
37165,kaikanas,traditional Cypriot pancake
37166,kattimeri,Traditional Cypriot delicacy
37167,poulles,Traditional Cypriot pies with sugar
37168,ahour,sweet sauce
37169,tsuivan,Mongolian noodle dish with meat and vegetables
37170,rice dish,dish made from rice
37171,arroz de marisco,Portuguese seafood rice dish
37172,dal bhat,Lentil and rice dish
37173,claypot rice,Asian rice dish
37175,sticky rice in bamboo,Southeast Asian sticky rice dish
37176,panta bhat,Traditional Bengali/ Assamese dish
37177,bagara khana,"spiced rice food from Telangana, India"
37178,rice with hare,typical dish of traditional Castilian cuisine
37179,instant rice,precooked rice
37180,mianwo,Chinese donut
37181,char siu egg rice,fictional rice dish from film ''God of Cookery'' made into reality
37182,baked pork chop rice,rice dish of Hong Kong
37184,tehri,Food
37186,hyugameshi,Japanese regional cuisine
37188,lampet,Batak traditional rice cake
37189,pulut,"rice dish from Aceh, Indonesia"
37190,mutabbaq samak,rice-based dish
37193,chunga pitha,Traditional Bangladeshi Pitha
37195,kanika,rice dish
37196,nasi lemuni,rice dish in Malaysia
37197,aam pulao,bengali cuisine
37198,mochar pulao,bengali cuisine
37199,basanti pulao,bengali cuisine
37200,gobindo bhoger bhaat,bengali cuisine
37201,komola pulao,bengali cuisine
37204,phirni,rice pudding dessert
37205,saealsim,Korean rice ball
37206,masala bhat,Rice dish from Maharashtra
37207,rice pudding,dish made from rice with milk
37208,kheer,rice dish
37209,tangyuan,Chinese dessert
37210,gyūdon,Japanese cuisine
37211,risotto,Italian rice dish
37212,paella,"rice dish from the Valencian Community, Spain"
37213,takikomi gohan,Japanese rice dish
37214,kamameshi,one-pot Japanese rice dish
37215,tōge no kamameshi,"ekiben from Gunma prefecture, Japan"
37216,igai meshi,rice mixed with Japanese mussels
37220,tōge no kamameshi,"ekiben from Gunma prefecture, Japan"
37224,pilaf,rice dish
37225,red beans and rice,dish characteristic of Louisiana Creole cuisine
37226,cooked rice,rice that has been cooked either by steaming or boiling
37228,bibimbap,Korean rice bowl dish
37229,lo bah png,rice dish
37230,katsudon,Japanese rice dish
37231,arroz con pollo,traditional dish of Spain and Latin America
37232,ci fan tuan,Chinese glutinous rice dish
37233,zongzi,traditional Chinese food
37237,nian gao,Chinese food
37238,tekkadon,Japanese rice dish topped with with tuna sashimi
37239,congee,"type of rice, millet or grain porridge or gruel popular in many Asian countries"
37240,idli,breakfast in South India
37241,rava idli,Semolina idli of Karnataka
37242,gukbap,Korean rice soup category
37243,fried rice,cooked rice stir-fried with eggs and other ingredients
37244,chūkadon,Japanese dish
37245,loco moco,Hawaiian dish
37246,oyakodon,Japanese chicken and rice dish
37247,botamochi,Japanese confection
37248,nasi lemak,Malay rice dish
37249,gallo pinto,Costarican dish based on rice and beans
37250,moros y cristianos,Cuban dish
37251,japanese rice dish,overview of the various rice dishes in Japanese cuisine
37252,onigiri,Japanese rice ball
37253,sushi,portioned prepared vinegared rice topped or rolled with other ingredients
37254,mochi,Japanese rice cake made of mochigome
37255,kiritanpo,Japanese food
37256,tamago kake gohan,Japanese breakfast dish of rice and egg
37257,chazuke,Japanese dish
37259,donburi,Japanese meals based on a rice bowl
37263,gyūdon,Japanese cuisine
37264,katsudon,Japanese rice dish
37265,tekkadon,Japanese rice dish topped with with tuna sashimi
37266,butadon,Japanese dish
37267,tendon,Japanese dish consisting of tempura on a bowl of rice
37269,tenshindon,Chinese-Japanese specialty
37270,chūkadon,Japanese dish
37271,oyakodon,Japanese chicken and rice dish
37272,unadon,Japanese dish
37273,kaisen don,Japanese seafood rice bowl
37274,kimchi don,donburi made with kimchi
37276,shirasudon,rice bowl topped with small fish
37279,unidon,Sea urchin bowl
37280,karēdon,donburi with Japanese curry (karē)
37283,tanindon,Japanese rice dish of pork and eggs
37289,medamayakidon,Japanese rice dish of sunny-side up
37292,taco rice,popular example of Okinawan cuisine
37293,hayashi rice,Japanese rice dish
37294,zosui,Japanese rice and vegetable soup
37296,rice burger,"sandwich, whose buns are made of rice"
37297,ikameshi,squid rice
37299,toruko rice,Japanese dish
37300,gohan,Japanese cooked rice
37301,anagomeshi,Japanese rice dish
37303,uzume meshi,Japanese rice dish
37306,sobameshi,Fried noodles and rice
37308,neko manma,"Japanese soup rice named ""cat's rice"" because of its appearance"
37309,bokkake,food in Fukuoka prefecture
37310,harako meshi,rice bowl with cooked salmon and salmon roe
37312,hitsumabushi,local cuisine from the Nagoya region of Japan
37318,volga rice,Japanese fried rice dish
37323,nameshi,rice with seasoned greens
37327,taimeshi,rice with seabream
37334,kabsa,Arab rice dish
37335,nasi krawu,A rice dish from Gresik
37336,paniyaram,Indian dish
37338,mujaddara,المجدرة
37339,lo mai gai,Cantonese leaf-wrapped dim sum
37340,pongal,popular rice dish
37341,tumpeng,Indonesian rice dish molded into a mountain shape and served with various side dishes originating from Java island
37342,claypot rice,Asian rice dish
37343,banana leaf rice,a traditional method of serving rice dishes in South Indian cuisine
37344,nasi uduk,Indonesian traditional rice cooked with coconut milk
37345,hainanese chicken rice,Rice and chicken dish originating from Hainan island
37346,nasi kucing,Indonesian rice dish originating from Java island
37347,nasi kuning,Indonesian yellow rice dish originating from Java
37348,mansaf,lamb dish
37349,nasi campur,Indonesian rice dish originating from Java island
37350,cabidela,Portuguese cuisine dish
37351,kiribath,coconut milk rice dish
37352,pabellón criollo,Comida creada por el marihuano López. un consumidor de droga que echo de todo en una bolsa. a eso le llamo pabellón algo parecido al vomito después de una pea.
37353,arroz de bacalhau,Portuguese dish
37354,puttu,South Indian breakfast dish of steamed ground rice and coconut shavings
37355,xôi,Vietnamese rice dish
37357,xôi gc,Vietnamese rice dish
37358,puto,type of steamed rice cake
37359,yuanxiao,"glutinous rice dish shaken from fillings, different from Tangyuan"
37364,sega lengko,Javanese dish
37365,char siu rice,rice dish in Hong Kong
37366,akki rotti,karnataka Cuisine
37367,arroz a la cubana,rice dish
37368,baji,type of beaten rice eaten in Nepal
37369,binalot,technique in Filipino cuisine
37370,suman,rice cake originating in the Philippines
37371,bibingka,baked rice cake from Indonesia and Philippines
37372,pusô,Filipino rice cake
37373,pastil,Philippine packed-rice dish
37374,nasi ulam,Traditional Malaysian rice dish from Northern Malaya in Kedah
37375,coconut rice,coconut-flavoured rice
37377,nasi kerabu,mixed rice dish from southern Thailand and Malaysia with herbs and vegetables
37378,tapai,Indonesian and Southeast Asian traditional fermented of rice
37380,diri ak djon djon,Haitian rice and mushrooms dish
37381,hokkien fried rice,Hong Kong fried rice dish
37382,gaifan,Chinese meals based on a rice bowl
37384,qema,Iraqi dish
37388,morisqueta,Mexican dish
37389,i̇skilip dolması,"Turkish dish from İskilip, Çorum"
37390,kabuli pulaw,Afghan dish
37391,nasi bakar,Indonesian traditional steamed rice
37392,nasi tim,Indonesian rice dish
37393,pakistani rice dishes,varieties of Pakistani cuisine
37394,perdeli pilav,"Turkish ""pilav"" dish in ""yufka"""
37395,tube rice pudding,Taiwanese rice dish
37396,chiayi turkey rice,Taiwanese rice and turkey dish
37397,saffron rice,"Dish made from saffron, white rice and usually vegetable bouillon"
37398,rice jamblang,Indonesian rice dish originating from Java island
37399,sindhi biryani,variety of biryani
37400,tipatipa,Batak food item
37401,hoe deopbap,raw fish bibimbap
37402,arroz carreteiro,Brazilian rice dish
37404,calas,food
37405,arem arem,Indonesia traditional food
37407,arròs al forn,Rice dish made in the oven
37408,sayadieh,Lebanese fish and rice dish
37409,burasa,Indonesian rice dumpling originally from Sulawesi
37410,doclang,Indonesian traditional rice cake with peanut sauce dish from Bogor
37411,nasi tempong,Indonesian rice dish
37412,nasi tutug oncom,Sundanese rice dish from Indonesia
37413,stuffed mussels,"stuffed mussels, Turkish style"
37414,ambur biryani,biryani dish from southern India
37415,pasung,Javanese food made from rice flour
37416,nasi jinggo,Balinese dish
37417,risi e bisi,Italian rice and peas dish
37418,lontong balap,Indonesian rice cake dish
37419,sarma,"cabbage, vine leaf, or other leaf roll"
37420,rice cake,Asian rice dish
37421,xôi gc,Vietnamese rice dish
37422,baião de dois,Brazilian rice dish
37425,akhni,Bengali rice dish
37426,biryani,rice dish from the Indian subcontinent
37428,nasi timbel,Indonesian rice dish originating from West Java
37429,tipat cantok,Indonesian food item
37432,white rice,plainly cooked rice
37433,hamsili pilav,"Turkish cuisine (Black Sea Region) rice dish with ""hamsi"" fish"
37434,arroz poblano,Mexican rice dish
37435,arroz a la tumbada,Mexican rice dish
37436,hainanese curry rice,Singaporean curry rice and chicken dish
37437,nasi guri,"kind of rice dishes from Aceh, Indonesia"
37439,sinangag,Filipino fried rice dish
37440,japanese curry rice,Japanese plate dish
37441,khao khluk kapi,Thai cuisine
37443,gaintha,Odia cuisine
37445,qedra,Traditional Palestinian dish
37446,fish biryani,"a variety of biryani, with fish"
37447,potato biryani,"form of biryani, generally vegetarian, with potato"
37448,egg biryani,"a variety of biryani, with egg"
37449,malabar biryani,variety of biryani
37450,kalyani biryani,"variety of biryani, popular in Hyderabad, India"
37451,dindigul biryani,"biryani from Dindigul, Tamil Nadu, India"
37452,delhi biryani,"variety of biryani, from Delhi, India"
37453,memoni biryani,"variety of biryani, similar to Sindhi biryani"
37454,bhatkali biryani,"varierty of biryani, from coastal Karnataka, India"
37455,beary biryani,"biryani from Dakshina Kannada, Karnataka, India"
37456,nasi minyak,"Southeast Asia dish like Palembang, Aceh, Kelantan and Johor"
37457,baked rice,topics referred to by the same term
37462,lugaw,rice porridge dish in the Philippines
37463,arroz caldo,Filipino rice and chicken gruel
37464,kuning,Philippine cuisine
37465,balao balao,Filipino fermented shrimp and rice dish
37467,khao phan phak,Thai rice sheet wrap with vegetables
37471,rice ball,dish made by rolling rice into a spherical shape
37472,onigiri,Japanese rice ball
37473,arancina,traditional Italian dish
37474,lemang,Indonesian and Malaysian traditional food
37475,lemper,Indonesia traditional food
37476,omo tuo,Ghanaian staple food made with rice
37477,jumeok bap,Korean rice balls
37478,gyeongdan,boiled rice cake balls
37482,chhilka roti,Indian traditional bread
37484,jollof rice,rice dish from West Africa
37485,atakali,one sweet dish from the Chhapan bhog of Lord Jagannath
37537,bajjaria,Lamb dish popular in Syria
37538,ciorbă de burtă,Rumanian tripe soup
37540,boat noodles,Hong Kong cuisine
37545,fried cheese,cheese dish fried in oil
37546,smaený sýr,"Czech and Slovak dish of cheese, about 1.5 cm thick, breaded with flour, egg, and bread crumbs and then fried, served with tartar sauce or mayonnaise and a side salad or potatoes"
37547,mozzarella sticks,elongated pieces of battered or breaded mozzarella
37548,wielkopolski ser smaony,Polish fried cheese product
37549,kissel,a dish with the consistency of a thick gel
37555,vegetarian bee hoon,Singaporean noodle dish
37558,efo riro,rich Nigeria vegetable stew that is native to the yorubas of the Western Nigeria
37559,pinipig,Flattened rice ingredient in the Philippines
37560,chāhan,Japanese fried rice
37561,puls,staple dish of Ancient Rome
37562,miniature food,"small-scale food item, either edible or an inedible decoration"
37563,pão no bafo,"typical dish from Palmeira, Paraná"
37564,blunkett salad,Tunisian dish
37566,masmouta salad,Tunisian dish
37573,wide lapsha,Russian noodle
37574,putra,Latvian dish
37580,bread dish,food preparation based on bread
37581,tiborna,Portuguese and Spanish name for a bread toast with olice oil
37583,semmelknödel,food
37584,serviettenknödel,German bread dumpling
37585,bruschetta,Italian dish
37586,crostini,Italian appetizer
37587,milk toast,Breakfast dish consisting of toasted bread in warm milk
37588,beyti,Turkish meat dish
37589,kayseri yağlaması,Turkish dish from Kayseri
37590,perdeli pilav,"Turkish ""pilav"" dish in ""yufka"""
37591,porra antequerana,Spanish cold soup
37592,tortas fritas,fried breads from Uruguay and Argentina
37598,lamajun,Middle Eastern food
37599,stuffed flatbread,"flat bread traditionally filled with e.g. lettuce, tomato, onion and meat, popular in the Middle East and the Mediterranean"
37600,chicken fillet roll,hot chicken fillet in a roll
37601,egg dish,food preparation based on eggs
37602,ovos moles,"local delicacy from Aveiro District, Portugal"
37603,oeufs en meurette,eggs in meurette sauce
37604,ham and egg bun,type of Hong Kong pastry
37605,huevos estrellados,egg based dish
37609,frittata di luvertin,Hop omelette from northern Italy
37610,dim vapa,bengali cuisine
37611,hansher dimer dalna,bengali cuisine
37612,dim shorshe,bengali cuisine
37613,dim er chorchori,bengali cuisine
37614,dim sorshe,bengali cuisine
37615,omelette er torkari,bengali cuisine
37616,hanser dim begun diye jhol,bengali cuisine
37617,dim kosha,bengali cuisine
37618,dim er mamlet dalna,bengali cuisine
37619,dimer bora,bengali cuisine
37620,kola patai dim paturi,bengali cuisine
37622,hanser dimer jhol,bengali cuisine
37623,seddho dimer bhorta,bengali cuisine
37625,deep fried egg,deep fried egg dish
37626,omelette,egg dish
37627,akashiyaki,Japanese dish
37628,spanish omelette,"egg, potato and onion dish"
37629,pickled egg,regional cuisine
